id,latitude,longitude,name,type,color
D32031,42.35057,-71.166491,Oak Square - 615 Washington St,Blue Bike,282891
B32036,42.3339227,-71.10446509,One Brigham Circle,Blue Bike,282891
M32003,42.36224179,-71.08311072,One Broadway / Kendall Sq at Main St / 3rd St,Blue Bike,282891
M32002,42.366277,-71.09169,One Kendall Square at Hampshire St / Portland St,Blue Bike,282891
M32053,42.36161932,-71.08043551,One Memorial Drive,Blue Bike,282891
A32035,42.386781,-71.006098,Orient Heights T Stop - Bennington St at Saratoga St,Blue Bike,282891
S32009,42.40449,-71.123413,Packard Ave at Powderhouse Blvd,Blue Bike,282891
A32012,42.352261,-71.123831,Packard's Corner - Commonwealth Ave at Brighton Ave,Blue Bike,282891
A32008,42.347241,-71.105301,Park Dr at Buswell St,Blue Bike,282891
D32042,42.35182807,-71.06781138,Park Plaza at Charles St S.,Blue Bike,282891
C32039,42.2944167,-71.0783056,Park St at Norwell St,Blue Bike,282891
S32034,42.37927325,-71.10341903,Perry Park,Blue Bike,282891
A32029,42.36489293,-71.03497177,Piers Park,Blue Bike,282891
M32029,42.387995,-71.119084,Porter Square Station,Blue Bike,282891
D32012,42.35585436,-71.05459746,Post Office Square,Blue Bike,282891
S32008,42.400877,-71.116772,Powder House Circle - Nathan Tufts Park,Blue Bike,282891
C32007,42.34652004,-71.08065777,Prudential Center - 101 Huntington Ave,Blue Bike,282891
A32026,42.354659,-71.053181,Purchase St at Pearl St,Blue Bike,282891
M32036,42.392766,-71.129042,Rindge Avenue - O'Neill Library,Blue Bike,282891
C32058,42.34827839,-71.08044855,Ring Rd,Blue Bike,282891
M32035,42.36575798,-71.07699394,Rogers St & Land Blvd,Blue Bike,282891
C32047,42.287072,-71.127754,Roslindale Village - South St,Blue Bike,282891
C32046,42.28630716,-71.12820532,Roslindale Village - Washington St,Blue Bike,282891
D32008,42.357143,-71.050699,Rowes Wharf at Atlantic Ave,Blue Bike,282891
C32001,42.331184,-71.095171,Roxbury Crossing T Stop - Columbus Ave at Tremont St,Blue Bike,282891
B32022,42.31787329,-71.08243078,Roxbury YMCA - Warren St at MLK Blvd,Blue Bike,282891
B32002,42.33624445,-71.08798563,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,Blue Bike,282891
C32031,42.317642,-71.056664,Ryan Playground - Dorchester Ave at Harbor View St,Blue Bike,282891
E32007,42.32760387,-71.1108917,S Huntington Ave at Heath St,Blue Bike,282891
C32033,42.3106,-71.0539,Savin Hill T Stop - S Sydney St at Bay St,Blue Bike,282891
C32036,42.35317809,-71.04817357,Seaport Blvd at Sleeper St,Blue Bike,282891
B32014,42.34881026,-71.04167744,Seaport Hotel - Congress St at Seaport Ln,Blue Bike,282891
B32007,42.35148193,-71.04436085,Seaport Square - Seaport Blvd at Northern Ave,Blue Bike,282891
M32063,42.36860524,-71.09930186,Sennott Park  Broadway at Norfolk Street,Blue Bike,282891
D32048,42.34854543,-71.06559185,Shawmut Ave at Oak St W,Blue Bike,282891
E32009,42.292917,-71.06575,Shawmut T Stop,Blue Bike,282891
M32047,42.35775309,-71.10393405,Sidney Research Campus/ Erie Street at Waverly,Blue Bike,282891
D32032,42.349496,-71.10057592,Silber Way,Blue Bike,282891
A32006,42.36426344,-71.1182757,Soldiers Field Park - 111 Western Ave,Blue Bike,282891
S32001,42.386844,-71.09812,Somerville City Hall,Blue Bike,282891
S32036,42.39189812,-71.09745376,Somerville City Hall Annex,Blue Bike,282891
S32020,42.39678589,-71.10237297,Somerville Hospital,Blue Bike,282891
C32017,42.335741,-71.03877,South Boston Library - 646 E Broadway,Blue Bike,282891
A32009,42.341332,-71.076847,South End Library - Tremont St at W Newton St,Blue Bike,282891
A32010,42.352175,-71.055547,South Station - 700 Atlantic Ave,Blue Bike,282891
D32023,42.378338,-71.048927,Spaulding Rehabilitation Hospital - Charlestown Navy Yard,Blue Bike,282891
C32087,42.27748444,-71.16341468,Spring St at Powell St,Blue Bike,282891
K32007,42.34619708,-71.10728681,St Mary's,Blue Bike,282891
C32024,42.344137,-71.052608,State Street at Channel Center,Blue Bike,282891
D32041,42.316966,-71.104374,Stony Brook T Stop,Blue Bike,282891
D32049,42.34954403,-71.07242074,Stuart St at Berkeley St,Blue Bike,282891
D32011,42.351146,-71.066289,Stuart St at Charles St,Blue Bike,282891
D32053,42.38445226,-71.07514855,Sullivan Square,Blue Bike,282891
A32013,42.358155,-71.052163,Surface Rd at India St,Blue Bike,282891
A32042,42.3529457,-71.05656401,Surface Rd at Summer St,Blue Bike,282891
C32064,42.32039374,-71.05355408,Sydney St at Carson St,Blue Bike,282891
C32043,42.2945833,-71.087111,Talbot Ave At Blue Hill Ave,Blue Bike,282891
K32008,42.33209606,-71.12845883,Tappan St at Brookline Hills MBTA,Blue Bike,282891
S32011,42.40203828,-71.12653291,Teele Square,Blue Bike,282891
E32011,42.31930943,-71.09639924,The Dimock Center,Blue Bike,282891
A32033,42.370744,-71.044201,The Eddy - New St at Sumner St,Blue Bike,282891
C32028,42.344792,-71.044024,The Lawn on D,Blue Bike,282891
C32049,42.28621295,-71.07942931,Thetford Ave at Norfolk St,Blue Bike,282891
M32048,42.36544486,-71.08277142,Third at Binney,Blue Bike,282891
C32000,42.345392,-71.069616,Tremont St at E Berkeley St,Blue Bike,282891
B32056,42.35668335,-71.06166646,Tremont St at Hamilton Pl,Blue Bike,282891
C32056,42.3388956,-71.08149976,Tremont St at Northampton St,Blue Bike,282891
C32060,42.34254914,-71.07421449,Tremont St at W. Dedham St,Blue Bike,282891
D32014,42.354979,-71.063348,Tremont St at West St,Blue Bike,282891
C32035,42.343749,-71.062256,Troy Boston,Blue Bike,282891
A32001,42.353334,-71.137313,Union Square - Brighton Ave at Cambridge St,Blue Bike,282891
S32002,42.37967448,-71.09391324,Union Square - Somerville,Blue Bike,282891
C32014,42.31218918,-71.03648586,University of Massachusetts Boston - Campus Center,Blue Bike,282891
M32040,42.36264779,-71.10006094,University Park,Blue Bike,282891
C32019,42.31727474,-71.06537004,Uphams Corner,Blue Bike,282891
B32025,42.31869734,-71.06978148,Uphams Corner T Stop - Magnolia St at Dudley St,Blue Bike,282891
M32057,42.38393225,-71.13961272,Vassal Lane at Tobin/VLUS,Blue Bike,282891
M32050,42.37250865,-71.11305356,Verizon Innovation Hub 10 Ware Street,Blue Bike,282891
C32029,42.3391085,-71.0514432,W Broadway at D St,Blue Bike,282891
C32016,42.33595898,-71.046229,W Broadway at Dorchester St,Blue Bike,282891
B32030,42.324081,-71.083235,Walnut Ave at Warren St,Blue Bike,282891
D32021,42.371848,-71.060292,Warren St at Chelsea St,Blue Bike,282891
C32042,42.29916498,-71.07345872,Washington St at Bradlee St,Blue Bike,282891
D32029,42.34895285,-71.16031677,Washington St at Brock St,Blue Bike,282891
C32081,42.28072815,-71.13423757,Washington St at Denton Terr,Blue Bike,282891
A32037,42.34286835,-71.14127841,Washington St at Egremont Rd,Blue Bike,282891
C32084,42.28198628,-71.07147925,Washington St at Fuller St,Blue Bike,282891
K32011,42.33833424,-71.1305093,Washington St at Griggs Rd,Blue Bike,282891
C32005,42.33509899,-71.07903779,Washington St at Lenox St,Blue Bike,282891
B32026,42.332817,-71.081198,Washington St at Melnea Cass Blvd,Blue Bike,282891
S32021,42.380998,-71.08721308,Washington St at Myrtle St,Blue Bike,282891
C32067,42.34303291,-71.0668873,Washington St at Peters Park,Blue Bike,282891
C32006,42.3385146,-71.07404083,Washington St at Rutland St,Blue Bike,282891
C32038,42.290333,-71.071806,Washington St at Talbot Ave,Blue Bike,282891
C32083,42.2771947,-71.06955614,Washington St at Walsh Playground,Blue Bike,282891
D32002,42.34155985,-71.06886953,Washington St at Waltham St,Blue Bike,282891
C32034,42.351586,-71.04569256,Watermark Seaport - Boston Wharf Rd at Seaport Blvd,Blue Bike,282891
B32021,42.33758601,-71.09627098,Wentworth Institute of Technology - Huntington Ave at Vancouver St,Blue Bike,282891
D32022,42.36590788,-71.06446669,West End Park,Blue Bike,282891
A32043,42.36178741,-71.14393111,Western Ave at Richardson St,Blue Bike,282891
B32059,42.33286288,-71.09218862,Whittier St Health Center,Blue Bike,282891
D32040,42.306539,-71.107669,Williams St at Washington St,Blue Bike,282891
S32005,42.38567579,-71.11412136,Wilson Square,Blue Bike,282891
MS_1,42.37143,-71.0377,Dante Alighieri Montessori School,Boston Public Middle Schools,32a840
MS-2,42.309071,-71.075409,Lilla G. Frederick Pilot Middle School,Boston Public Middle Schools,32a841
MS_3,42.3476,-71.06388,Josiah Quincy Upper School,Boston Public Middle Schools,32a842
MS-4,42.35028,-71.14535,Boston Green Academy,Boston Public Middle Schools,32a843
MS_5,42.281239,-71.069659,Dr. William W. henderson Inclusion School,Boston Public Middle Schools,32a844
MS_6,42.284775,-71.076146,TechBoston Academy,Boston Public Middle Schools,32a845
MS_7,42.326519,-71.080737,Dearborn STEM Academy,Boston Public Middle Schools,32a846
MS_8,42.283742,-71.125056,Washington Irving Middle School,Boston Public Middle Schools,32a847
MS_9,42.330952,-71.091057,Timilty Middle School,Boston Public Middle Schools,32a848
MS_10,42.379365,-71.067274,Clarence R. Edwards Middle School,Boston Public Middle Schools,32a849
MS_11,42.318088,-71.043119,John W. McCormack Middle School,Boston Public Middle Schools,32a850
MS_12,42.33386,-71.050698,UP Academy Boston,Boston Public Middle Schools,32a851
1,42.300022,-71.106033,Lemuel Shattuck Hospital,Hospital,a83232
2,42.339726,-71.10678,Beth Israel Deaconess Medical Center East Cam,Hospital,a83233
3,42.318569,-71.092712,Jewish Memorial Hospital,Hospital,a83234
4,42.329944,-71.107615,New England Baptist Hospital,Hospital,a83235
5,42.2713,-71.081888,Boston Specialty & Rehabilitation Hospital,Hospital,a83236
6,42.336883,-71.072029,Boston Medical Center,Hospital,a83237
7,42.329944,-71.107615,Va Hospital,Hospital,a83238
8,42.361888,-71.071597,Massachusetts Eye & Ear Infirmary,Hospital,a83239
9,42.344524,-71.143257,Kindred Hospital,Hospital,a83240
10,42.33611,-71.108736,Brigham And Women's Hospital,Hospital,a83241
11,42.278793,-71.0667,Carney Hospital,Hospital,a83242
12,42.349919,-71.064105,New England Medical Center,Hospital,a83243
13,42.300951,-71.127683,Faulkner Hospital,Hospital,a83244
14,42.349484,-71.148694,St. Elizabeth's Hospital,Hospital,a83245
16,42.363078,-71.06778,Shriners Burns Institute,Hospital,a83247
17,42.337397,-71.105364,Children's Hospital,Hospital,a83248
18,42.3162,-71.112946,Arbour Hospital,Hospital,a83249
20,42.313434,-71.063289,St. Margaret's Hospital For Women,Hospital,a83251
21,42.365851,-71.064181,Spaulding Rehabilitation Hospital,Hospital,a83252
22,42.349686,-71.145444,Franciscan Children's  Hospital,Hospital,a83253
23,42.338267,-71.110396,Beth Israel Deaconess Medical Center West Cam,Hospital,a83254
24,42.337085,-71.108031,Dana-farber Cancer Institute,Hospital,a83255
25,42.362495,-71.070473,Massachusetts General Hospital,Hospital,a83256
26,42.335459,-71.074854,Boston City Hospital,Hospital,a83257
72001,42.395428,-71.142483,Alewife,MBTA Station,42bff5
70127,42.348546,-71.137362,Allston Street,MBTA Station,42bff5
70084,42.330154,-71.057655,Andrew,MBTA Station,42bff5
70048,42.374262,-71.030395,Airport,MBTA Station,42bff5
70044,42.359784,-71.051652,Aquarium,MBTA Station,42bff5
70157,42.351902,-71.070893,Arlington,MBTA Station,42bff5
70261,42.284095,-71.063302,Ashmont,MBTA Station,42bff5
70279,42.392811,-71.077257,Assembly,MBTA Station,42bff5
70137,42.351903,-71.122042,Babcock Street,MBTA Station,42bff5
70015,42.34735,-71.075727,Back Bay,MBTA Station,42bff5
70257,42.329369,-71.111046,Back of the Hill,MBTA Station,42bff5
70177,42.335848,-71.140826,Beaconsfield,MBTA Station,42bff5
70230,42.339519,-71.134587,Washington Square,MBTA Station,42bff5
70149,42.349276,-71.100213,Blandford Street,MBTA Station,42bff5
70056,42.397542,-70.992319,Beachmont,MBTA Station,42bff5
70226,42.340038,-71.12866,Brandon Hall,MBTA Station,42bff5
70838,42.361365,-71.062037,Bowdoin,MBTA Station,42bff5
70159,42.353214,-71.064545,Boylston,MBTA Station,42bff5
70082,42.342622,-71.056967,Broadway,MBTA Station,42bff5
70135,42.351651,-71.12551,Packards Corner,MBTA Station,42bff5
70179,42.331333,-71.126998,Brookline Hills,MBTA Station,42bff5
70250,42.334846,-71.103017,Brigham Circle,MBTA Station,42bff5
702999,42.207481,-71.00164,Braintree,MBTA Station,42bff5
70145,42.350148,-71.107455,Boston University Central,MBTA Station,42bff5
70147,42.349811,-71.104657,Boston University East,MBTA Station,42bff5
70266,42.272291,-71.0625,Butler,MBTA Station,42bff5
70143,42.350894,-71.113645,Boston University West,MBTA Station,42bff5
70181,42.332871,-71.116263,Brookline Village,MBTA Station,42bff5
70274,42.267562,-71.087428,Capen Street,MBTA Station,42bff5
70029,42.373622,-71.069533,Community College,MBTA Station,42bff5
70264,42.279692,-71.060382,Cedar Grove,MBTA Station,42bff5
70270,42.26997,-71.073308,Central Avenue,MBTA Station,42bff5
70173,42.326654,-71.165316,Chestnut Hill,MBTA Station,42bff5
70113,42.33829,-71.153025,Chestnut Hill Avenue,MBTA Station,42bff5
70074,42.361166,-71.070628,Charles/MGH,MBTA Station,42bff5
70019,42.352547,-71.062752,Chinatown,MBTA Station,42bff5
70115,42.34054,-71.15114,Chiswick Road,MBTA Station,42bff5
70238,42.336252,-71.148774,Cleveland Circle,MBTA Station,42bff5
70070,42.365379,-71.103554,Central,MBTA Station,42bff5
70155,42.350126,-71.077376,Copley,MBTA Station,42bff5
70220,42.342028,-71.121685,Coolidge Corner,MBTA Station,42bff5
70064,42.39674,-71.121815,Davis,MBTA Station,42bff5
70234,42.337628,-71.142309,Dean Road,MBTA Station,42bff5
70078,42.355518,-71.060225,Downtown Crossing,MBTA Station,42bff5
70167,42.319024,-71.216711,Eliot,MBTA Station,42bff5
70236,42.337011,-71.145368,Englewood Avenue,MBTA Station,42bff5
70228,42.339644,-71.131078,Fairbanks Street,MBTA Station,42bff5
70252,42.333706,-71.105583,Fenwood Road,MBTA Station,42bff5
70187,42.345395,-71.10419,Fenway,MBTA Station,42bff5
70090,42.300093,-71.061667,Fields Corner,MBTA Station,42bff5
70001,42.300523,-71.113686,Forest Hills,MBTA Station,42bff5
70201,42.359705,-71.059215,Government Center,MBTA Station,42bff5
70129,42.348919,-71.134305,Griggs Street,MBTA Station,42bff5
70003,42.310525,-71.107414,Green Street,MBTA Station,42bff5
70204,42.363021,-71.05829,Haymarket,MBTA Station,42bff5
70068,42.373362,-71.118956,Harvard,MBTA Station,42bff5
70131,42.350602,-71.130727,Harvard Avenue,MBTA Station,42bff5
70260,42.328316,-71.110252,Heath Street,MBTA Station,42bff5
70214,42.344867,-71.111157,Hawes Street,MBTA Station,42bff5
70153,42.347888,-71.087903,Hynes Convention Center,MBTA Station,42bff5
70007,42.323132,-71.099592,Jackson Square,MBTA Station,42bff5
70096,42.320685,-71.052391,JFK/UMass,MBTA Station,42bff5
71151,42.348949,-71.095169,Kenmore,MBTA Station,42bff5
70072,42.362434,-71.085591,Kendall/MIT,MBTA Station,42bff5
70216,42.343927,-71.114569,Kent Street,MBTA Station,42bff5
70107,42.34024,-71.166849,Boston College,MBTA Station,42bff5
70210,42.370911,-71.077095,Lechmere,MBTA Station,42bff5
70248,42.336217,-71.099328,Longwood Medical Area,MBTA Station,42bff5
70183,42.341143,-71.110447,Longwood,MBTA Station,42bff5
70013,42.341512,-71.083423,Massachusetts Avenue,MBTA Station,42bff5
70276,42.267498,-71.091983,Mattapan,MBTA Station,42bff5
70246,42.338017,-71.094682,Museum of Fine Arts,MBTA Station,42bff5
70268,42.270275,-71.067666,Milton,MBTA Station,42bff5
70254,42.333092,-71.10968,Mission Park,MBTA Station,42bff5
70035,42.426632,-71.07411,Malden Center,MBTA Station,42bff5
70046,42.369119,-71.03953,Maverick,MBTA Station,42bff5
70169,42.321734,-71.206118,Newton Highlands,MBTA Station,42bff5
70171,42.329393,-71.19243,Newton Centre,MBTA Station,42bff5
70206,42.365577,-71.06129,North Station,MBTA Station,42bff5
70098,42.275275,-71.029583,North Quincy,MBTA Station,42bff5
70244,42.340222,-71.0892,Northeastern University,MBTA Station,42bff5
70036,42.43668,-71.071097,Oak Grove,MBTA Station,42bff5
70052,42.386867,-71.004736,Orient Heights,MBTA Station,42bff5
71199,42.356395,-71.062424,Park Street,MBTA Station,42bff5
70139,42.351566,-71.119281,Pleasant Street,MBTA Station,42bff5
70066,42.3884,-71.119149,Porter,MBTA Station,42bff5
70240,42.34557,-71.081696,Prudential,MBTA Station,42bff5
70104,42.233391,-71.007153,Quincy Adams,MBTA Station,42bff5
70102,42.251809,-71.005409,Quincy Center,MBTA Station,42bff5
70058,42.407843,-70.992533,Revere Beach,MBTA Station,42bff5
70009,42.331397,-71.095451,Roxbury Crossing,MBTA Station,42bff5
70161,42.337321,-71.252357,Riverside,MBTA Station,42bff5
70175,42.334954,-71.149079,Reservoir,MBTA Station,42bff5
70011,42.336377,-71.088961,Ruggles,MBTA Station,42bff5
70256,42.331871,-71.111961,Riverway,MBTA Station,42bff5
70005,42.317062,-71.104248,Stony Brook,MBTA Station,42bff5
70054,42.390501,-70.997123,Suffolk Downs,MBTA Station,42bff5
70088,42.31129,-71.053331,Savin Hill,MBTA Station,42bff5
70212,42.346007,-71.107166,Saint Marys Street,MBTA Station,42bff5
70092,42.293126,-71.065738,Shawmut,MBTA Station,42bff5
70111,42.339581,-71.157499,South Street,MBTA Station,42bff5
70208,42.366664,-71.067666,Science Park/West End,MBTA Station,42bff5
70080,42.352271,-71.055242,South Station,MBTA Station,42bff5
70042,42.358978,-71.057598,State,MBTA Station,42bff5
70117,42.341577,-71.146607,Sutherland Road,MBTA Station,42bff5
70141,42.351241,-71.116531,Saint Paul Street,MBTA Station,42bff5
70031,42.383975,-71.076994,Sullivan Square,MBTA Station,42bff5
70224,42.341027,-71.125759,Summit Avenue,MBTA Station,42bff5
70242,42.342687,-71.085056,Symphony,MBTA Station,42bff5
70231,42.338498,-71.138731,Tappan Street,MBTA Station,42bff5
70016,42.349662,-71.063917,Tufts Medical Center,MBTA Station,42bff5
70272,42.268277,-71.081544,Valley Road,MBTA Station,42bff5
70164,42.325899,-71.230805,Waban,MBTA Station,42bff5
70120,42.344329,-71.142385,Washington Street,MBTA Station,42bff5
70032,42.40237,-71.077082,Wellington,MBTA Station,42bff5
70049,42.37964,-71.022865,Wood Island,MBTA Station,42bff5
70099,42.266514,-71.020337,Wollaston,MBTA Station,42bff5
70059,42.413513,-70.991737,Wonderland,MBTA Station,42bff5
70162,42.333339,-71.244333,Woodland,MBTA Station,42bff5
70124,42.348285,-71.140436,Warren Street,MBTA Station,42bff5
